Row No.,Date,Stock Performance,News
20,Thu Sep 14 00:00:00 CST 2017,0,"'Apple's big, new iPhone has a tall order ahead. After two years of ho-hum sales, the world's most valuable company is looking to its newest smartphones to revive its growth story. The wildly successful iPhone 6 drove Apple's sales and earnings for fiscal 2015 to records, but later iPhone releases haven't measured up. Apple's revenue slipped nearly 8% the following year and is expected to rise less than 6% for the fiscal year ending Sept 30. So this year's new models revealed Tuesday -- the iPhone 8 and 8 Plus along with the redesigned iPhone X -- need to deliver enough growth to help Apple reach a new peak. Wall Street is forecasting iPhone unit sales of 247 million for the fiscal year that begins in October. That is about 7% higher than what Apple achieved in fiscal 2015 with the iPhone 6. Those estimates take into account the $1,000 starting price of the iPhone X, given months of news leaks on that point. The iPhone 8 and 8 Plus models start about 4% to 8% dearer than their predecessors. But, even with higher prices, the impact on Apple's earnings is less certain. Costs for key components such as memory and displays have risen sharply over the past year, which could eat into the company's profit margins. Analysts are projecting about $70.6 billion in operating income for Apple next year, which would be slightly below the record set in fiscal 2015 with the iPhone 6. Still, the new iPhones probably will deliver on those growth targets. It helps greatly that Apple has a large base of users still on the iPhone 6 and thus hungry for an upgrade. It also helps that Apple's users are a bit less sensitive to sticker shock. A survey by Barclays in August found that about 19% of iPhone users were willing to pay as high as $1,200 for a new smartphone, compared with about 6% of Android users. Apple also doesn't need all of this year's upgrade customers to flock to the most expensive iPhone X. The average selling price for the iPhone lineup is expected to hit about $692 in fiscal 2018, a 5% rise from what is expected this year. That implies a fair amount of the new, lower-priced iPhone 8 models in the mix. That is the most likely outcome given production constraints on the iPhone X that have pushed its initial shipping date to Nov. 3 -- six weeks after the launch of the other two new phones. Apple's share price slipped 0.4% on Tuesday, an understandable reaction given a run-up of nearly 40% this year. But at 15 times forward earnings, the stock still has some upside if early sales of the new phones prove stronger than expected. Getting the company to the vaunted market value of $1 trillion, however, remains a much tougher call. '"
21,Thu Sep 14 00:00:00 CST 2017,0,"'When you pick up Apple Inc.'s new iPhone X, instead of unlocking with your thumb, you stop and grin at the phone's front unibrow as a bank of cameras and sensors check to see if it is really you. At a demo after Tuesday's launch event, I timed the process at about a second. People unlock their phones hundreds of times a day, so this selfie ritual will turn iPhone X owners into the most-photographed population ever. And showing off the move to others is probably the best iPhone sales pitch in years -- even if this one costs $1,000 or more. I saw little evidence in Apple's demo that the iPhone X can kick-start a new decadelong tech revolution. Its most practically useful features may be a bigger screen and (Apple claims) two additional hours of battery life. Yet the X moves the ball forward for our most-used gadgets, making cameras and visual tech central to the future of the smartphone. As usual, Apple giveth and Apple taketh away. Let this sink in: The iPhone X has no home button or fingerprint reader. Not even buried behind the screen. The culprit, Apple says, is the nearly all-screen front, which leaves no space for a button. It is a design tweak that changes how we relate to our phones. The new screen gives you even more usable screen area than the iPhone 7 Plus in a form that is only slightly larger than the iPhone 7. The new OLED tech used in the screen makes images look rich, and contributes to the significant improvement in battery life. In my hand, it feels like a big little phone -- perhaps a tad weighty. It is also a screen style we've seen in rival phones from Samsung Electronics Co., which managed to actually curve its Galaxy S8 screen to the edge on the left and right side. The iPhone X still has a metal rim all the way around that looks like a car bumper. Samsung has (temperamental) face and iris unlocking features, but it kept the fingerprint reader on the rear of the phone as a surefire backup. How well does the face-unlock thing work? That will require some serious testing. In my brief postevent demo, Apple wouldn't let me register my own face. At least once, it missed the face of the Apple product rep. (In dark situations, the phone sends out a beam of light as well as an array of invisible dots to read your face.) And the whole process was slowed by a clunky design: After the phone recognizes your face, you have to swipe up from the bottom of the phone to get to your home screen. In fact, there is a whole bunch of new finger yoga you will need to learn. To get to the control center, instead of swiping up from the bottom you now have to drag a finger from the top right corner. And since there's no home button, you swipe up from the bottom to get back to your home screen. It reminded me of Snapchat -- and like it, I could see some people just wanting to opt out of the confusion. The reward for changing your muscle memory is, beyond the face-unlocking trick, a new way to think about what you can do with a camera. Apple is now putting a lot of energy (and money) into opening up the world of augmented reality, which I agree has huge potential -- even if its current applications are more goofy than serious. The front-facing cameras, buried in the screen's funny notch, get the biggest boost. They include infrared sensors to map your face. You can take selfies with artfully blurred-out backgrounds. A new effect that Apple calls Portrait Lighting lets you create dramatic lighting on and around your subjects. One of the most compelling demos I saw placed my head, live, in fun contexts, including the Millennium Falcon from ""Star Wars."" In the feature that might best sum up 2017, you can turn your head into an animated singing and dancing emoji, called animoji. Yep, you can send your boo a personalized poo face. The two back cameras are also improved over the iPhone 7 Plus, though less dramatically. The second lens, used for 2X telephoto shots, now has optical image stabilization that should make portraits and zoomed-in shots less blurry. The cameras are also now oriented vertically, which Apple says will help with future augmented reality apps. I won't have all the answers until I review the phone, but here's my initial takeaway: With the iPhone X, Apple's best no longer looks like a three-year-old phone. (Apple's other new phone, the iPhone 8, still does.) The face-unlocking trick is a strategy to make you feel like you are missing out if you don't have an iPhone X. The jury is still out on its security and effectiveness, let alone those fancy new camera tricks and the vast future of augmented reality that has hit 11 on the buzz-o-meter. Nevertheless, the larger screen and improved battery life might be reason enough to satisfy even the more practically minded to contemplate an iPhone X. '"
22,Thu Sep 14 00:00:00 CST 2017,0,"'Apple's iPhone X ties the future of its flagship device to facial-recognition technology that could alter how people interact with their gadgets -- if Apple can get it to work right. --- Beijing is preparing to sell $2 billion in bonds this month, in what would be its biggest-ever U.S.-dollar bond sale and its first since October 2004. --- Bain Capital signed a memorandum of understanding with Toshiba saying it intends to reach a deal to buy its memory-chip unit this month. --- JBS CEO Batista was arrested for allegedly using insider trading to profit from a massive plea deal signed this year amid a corruption probe. --- Saudi Arabia is pushing for monitoring of oil exports, rather than just production, at a coming producer meeting to further cut supplies and lift prices. --- Seadrill filed for chapter 11 bankruptcy protection as part of a plan to restructure roughly $10 billion in debt. --- Foreign investors last month more than tripled their holdings of NCDs, a popular short-term debt instrument issued by Chinese banks. --- Fox's proposal to consolidate ownership of Sky was referred to British antitrust regulators. '"
23,Thu Sep 14 00:00:00 CST 2017,0,"'Apple Inc.'s new iPhone X ties the future of its flagship device to facial-recognition technology that could alter how people interact with their gadgets -- if the company can get it to work right. Facial-recognition is the most prominent new feature in the 10th-anniversary iPhone Apple unveiled on Tuesday. Called Face ID, it will be the primary tool to unlock the nearly $1,000 iPhone X, which is scheduled to start shipping Nov. 3. A camera system with depth sensors project 30,000 infrared dots across a user's face that computing systems use to create a mathematical model that is stored securely on the phone. Each time users hold the device to their faces, the technology verifies the mathematical model before unlocking the phone in an instant. As with other new smartphone technologies it has adopted in the past, Apple isn't the first to use facial recognition. But it hopes to be the best, popularizing a technology that has had a mixed record on other gadgets. Considering iPhone users on average unlock their devices 80 times a day, the success of Face ID could make or break the device, analysts says, especially after early users get their hands on it and begin sharing their experiences publicly. Apple on Tuesday inadvertently demonstrated the potential pitfalls. During a demonstration of the technology, the device failed to fully unlock the first time Apple's top software executive Craig Federighi used it before the audience. He resorted to typing in a passcode before switching to a backup iPhone X that he unlocked seamlessly with Face ID. ""It's got to work,"" said Ben Bajarin, an analyst with Creative Strategies. ""From a security standpoint and convenience standpoint, this is their idea of where the future of the smartphone goes."" If it catches on, the facial-scanning technology in iPhone X could unlock other changes in how we use smartphones. In one small example, Apple also is using the system to capture facial expressions and use them to animate images of chickens, unicorns and other common emojis. Those animojis, as Apple calls them, can be captured and shared with friends. Facial-recognition technologies have been used for more than five years in consumer devices, including some smartphones that use Google's Android operating system. But the technology that has been rolled out so far has faltered in security tests, said Marc Rogers, who previously discovered flaws in Apple's Touch ID system and now heads information security at Cloudflare Inc. Google warns users that with its face-recognition system, called Trusted Face, ""Someone who looks similar to you could unlock your phone."" Face-recognition technology is also used in Microsoft Corp.'s Windows 10 operating system and Samsung Electronics Co.'s Galaxy S8 mobile phone. One problem -- which doesn't affect Apple's device -- is that many other products with facial recognition rely on a single camera, which can be fooled into authenticating a photograph of a user under certain conditions, Mr. Rogers said. Fingerprint readers faced similar security questions because they were considered unreliable until Apple improved on the technology with its Touch ID fingerprint reader in 2013, Mr. Rogers said. Apple says it has overcome the single-camera issue by mapping the depth of faces. Marketing chief Phil Schiller said the system is sophisticated enough to adapt, even if someone changes their hairstyle, puts on glasses or grows a beard. He said it can't be tricked by photographs or facial masks and requires the user's attention, meaning the phone won't unlock if eyes are closed or someone is looking away. The chances an iPhone X could be unlocked with Face ID by someone other than its user are one in a million, Mr. Schiller said. That compares with one in 50,000 for Touch ID, the fingerprint sensor iPhones now use, which sits on a home button that Apple is eliminating for the iPhone X. Mr. Rogers of Cloudflare said the three-dimensional verification system of Face ID should defeat the ""flat image attack"" with photos that foiled other facial-recognition systems. However, he said Apple's switch to a new login method was risky because the Touch ID was used to not only unlock devices but also authenticate sensitive apps and make purchases with Apple Pay. ""They might be going too far this time,"" Mr. Rogers said. ""We'll see."" Investors are excited about the face-based functions on the new iPhone. They have sent Apple's stock up 39% this year betting the company's new devices will compel many existing iPhone owners with two-year-old devices to buy a new one. '"
24,Wed Sep 13 00:00:00 CST 2017,0,"'Summary: Marketwatch's Jacob Passy explains how consumers can purchase Apple's iPhone for a considerable discount, if consumers are willing to part with their current phone and do some quick math with regard to their current usage contract.'"
25,Wed Sep 13 00:00:00 CST 2017,0,"'It's the $1 trillion question in markets: Will Apple's latest iPhone be another hit? No matter the answer, investors might be wise to cool their bets on some of the U.S. tech giant's Asian suppliers: History suggests they don't do so well once the razzmatazz has passed. On average, iPhone suppliers have outperformed the market by 7.2% in the six months before a launch, only to underperform by 3.9% in the three months after, according to brokerage firm Bernstein. Prelaunch excitement has fueled the likes of AAC Technologies, an iPhone-speaker supplier whose share price is up 46% in the past three months -- even though analysts over that period have raised their earnings estimates for next year by only 9%, according to S&P Global Market Intelligence. Around half of AAC's revenue is from Apple, according to Bernstein. The lens maker Largan and the microphone supplier Goertek, both with AAC-like levels of exposure to Apple, have also run significantly ahead of earnings expectations recently. A better iPhone bet may be component makers that take a smaller bite from Apple, but are riding the latest trends in smartphones. Take Sony, a supplier of iPhone image sensors: It gets less than 5% of its revenue from Apple, but should benefit from the shift toward dual lenses in phone cameras. Samsung Electronics should benefit as smartphones add more memory and sharper screens. As the hype around Apple's latest iPhone builds, investors should keep one eye on the likely winners and losers. '"
26,Wed Sep 13 00:00:00 CST 2017,0,"'KYOTO, Japan -- A new phone-battery push by one of Japan's biggest parts makers is likely to increase competition among the companies that power smartphones from Apple Inc. and Samsung Electronics Co. Murata Manufacturing Co. on Sept. 1 completed its roughly $160 million acquisition of Sony Corp.'s battery division, which introduced the first commercial lithium-ion battery a quarter-century ago. The parts maker's president, Tsuneo Murata, said he plans to boost capacity in hopes of luring ""a North American customer,"" a phrase often used by Japanese suppliers in the sector when referring to Apple. Tiny parts from Murata that control electricity flow, among other functions, are already found in most smartphones, including Apple's. In its annual supplier report, the iPhone maker lists 24 Murata factories, including 14 in Japan. ""We are already doing big business with a North American customer, and we believe their trust in us is high,"" Mr. Murata said during an interview Monday, ahead of Apple's introduction of its new iPhones Tuesday. ""We will respond to such expectations by investing actively."" Murata has said it will spend more than 50 billion yen ($457 million) over the next few years to beef up the newly acquired battery unit, with about half of the sum going toward increasing production capacity for batteries used in smartphones and tablets. Batteries can make or break a smartphone based on safety and their ability to pack a lot of charging power in a small space. Samsung had to pull its Galaxy Note 7 smartphone last year after consumer complaints that the phones caught fire. The former Sony unit now owned by Murata is known for using a gel instead of a liquid in the part of the battery where charged particles flow. Mr. Murata said the battery drew greater interest from smartphone makers after the Samsung incidents because the gel is viewed as safer, although it tends to reduce charging speed. ""The industry is paying more attention to the safety aspect of the battery instead of focusing on storing more energy in the same space,"" said Mr. Murata, the 66-year-old son of the company's founder. In its push to win more Apple business, Murata faces competition from Amperex Technology Ltd., a Hong Kong-based unit of Japan's TDK Corp., as well as South Korea's LG Chem Ltd. Current iPhones, including those released Tuesday, use batteries from those two companies, people familiar with the supply chain said. When it was part of Sony, the Murata battery unit occasionally supplied Apple for the iPhone but never became a major supplier, engineers at the unit said. ""When at Sony, the unit wasn't able to do business it could have done because of the capacity issue,"" Mr. Murata said. ""We won't hesitate in making such investments."" Samsung had been using TDK batteries for some of its products, including the Galaxy Note 7, but switched to those made by the former Sony unit after last year's recall, said people familiar with the supply chain. Samsung said in January that the fire problem was caused by the battery pack and that no issues were found with the handset and its software. A TDK spokesman said the company can't comment on issues related to its customers. Mr. Murata said capacity would start rising next year and he was willing to accelerate the $457 million investment plan depending on market conditions. ""Customers are demanding that we boost supply as soon as possible,"" he said. The company has plenty of financial muscle: With annual sales of more than $10 billion, Murata sports a market capitalization of about $34 billion. Still, Mr. Murata expressed caution about relying too heavily on smartphones. The company wants to reach new customers such as the makers of connected cars and power tools, he said. The company also says its batteries and systems could help homeowners store and use electricity generated by rooftop solar panels. '"
27,Wed Sep 13 00:00:00 CST 2017,0,"'The Apple Watch got its second major update since its spring 2015 launch. While it still has the same recognizable rounded-square shape, the $399 Watch Series 3 now connects directly to cellular networks, as expected. It doesn't require an iPhone, or even a Wi-Fi network, to function. Apple says the new Watch has a new processor that is 70% faster and a custom wireless chip for Bluetooth and Wi-Fi. The device has a barometric altimeter for measuring things such as flights of stairs. Apple intends for it to be used for new skiing and hiking apps. Like the previous Watch Series 2, the Series 3 has built-in GPS to track running and other long-distance workouts. For people who don't want the cellular version, there is a Series 3 without it for $329. An Apple Watch that connects to a 4G LTE wireless network means people can go longer without needing to carry an iPhone. You can make calls, stream music and talk to Siri. The cellular connectivity is packed in tight, facilitated by a tiny electronic SIM card -- not removable, but software configurable. The end result is that the Series 3 case is the same size as the Series 2 case, said Jeff Williams, Apple's chief operating officer. Apple hasn't fully decoupled the Watch from its smartphone master. You still need an iPhone to configure the apps on the device. In fact, the phone number is the same as your iPhone. New software makes more use of the heart-rate monitor built into all Apple Watches. Users will get more heart-rate data on demand and see a picture of their heart rate throughout the day. Other features were introduced in June with Apple WatchOS 4, which goes to all Apple Watch customers on Sept. 19. People can preorder the Apple Watch Series 3 on Sept. 15; it will be available in stores Sept. 22. AT&T Inc. and Verizon Communications Inc. say adding Apple Watch Series 3 to your service plan for number sharing will cost $10 a month. '"
28,Wed Sep 13 00:00:00 CST 2017,0,"'Apple new product rollout on Tuesday didn??t disappoint the bank analysts who track its stock. The tech giant unveiled three new iPhones, including the 10th anniversary X model, and new 8 and 8 Plus models. It??s betting that its customers ??'"
29,Wed Sep 13 00:00:00 CST 2017,0,"'The Must Reads are part of the Journal??s Morning MoneyBeat newsletter. To receive the newsletter via email, click here. Apple??s iPhone X to Cost $999, Include Facial Recognition: Apple is aiming to rejuvenate its signature product with new ??'"
30,Wed Sep 13 00:00:00 CST 2017,0,"'Tuesday may have been the 10th anniversary of the iPhone, but Apple Inc. used the occasion to make a bet on a new technology. One of the co-stars of Apple's globally watched extravaganza was augmented reality, an emerging medium that has developed largely out of the view of the mass market??until now. Venture capitalists and other observers said that by embracing AR in its newest operating system, Apple has created in one fell swoop a tentpole moment for the AR universe. ""n the same way that the App Store launched hundreds of thousands of apps and thousands of companies in two-dimensional space, this is going to be an entirely new ecosystem for startups,"" said Josh Wolfe, managing partner of Lux Capital. At Apple's event to promote its next generation of iPhones and related products, the company showcased its foray into apps and devices incorporating augmented reality, which blends digital content with real-world scenes and even human facial expressions. For startups focused on AR, Apple's gambit to fold the technology into its iOS operating system represents a game-changing moment for their niche of the tech industry. ""It's a signal that immersive computing is ready to jump into everybody's hands,"" said Steve Raymond, chief executive of augmented-reality startup 8i Corp. The New Zealand-based company, which has raised $41 million from Signia Venture Partners and others, intends to release next week a mobile app on Apple's AR platform that lets people blend holographic content into videos and photos. Apple's iOS 11, coming out this fall, unlocks an enormous new market for startups developing games and advertising using augmented reality and functions resembling virtual reality. Apple, by persistently prompting people with software updates and new iPhone devices sporting the latest software, can quickly outsell demand on millions of units. ""iOS 11 in short order will have 500 million users,"" said Mihir Shah, founder and CEO of VR advertising startup Immersv. ""We can reach a large audience on a large platform. We're super excited about it."" Yet whether those millions of people using the new operating system also will get excited about AR remains an open question. Analysts say a kind of app fatigue has caused downloads of apps to drop sharply in the past couple of years; the challenge for third-party developers and content creators is to offer new, must-have features that people will want. Apple recently released its ARKit platform for developers to create products around AR, that will work with motion sensors and detection of facial expression. Ahead of Apple's theatrics for new devices, AR startups had been testing the tools in anticipation of the new market opportunity. Few startups benefited more immediately from Apple's attention on Tuesday than a venture-backed Shanghai-based outfit called Directive Games, founded just three years ago. Directive co-founder and CEO Atli Mar Sveinsson shared the spotlight at Apple's event in the newly christened Steve Jobs Theater, standing by a robot battle demo of the immersive characteristics of the new technologies and his game, The Machines. ""The fact that they have so many devices that support augmented reality from the get-go is amazing,"" Mr. Sveinsson said afterward. ""We're super excited to see how the market responds."" Lior Susan, founder and partner at Eclipse VC, a hardware-focused venture fund, said that Apple is making AR applications more viable thanks to its wide distribution and popular hardware. ""Some of the startups that are working in the space can finally go and pitch and show real use cases,"" he said. ""To date they had a hard time showing adoption."" w'"
31,Wed Sep 13 00:00:00 CST 2017,0,"'Apple's head of software and services is Eddy Cue. An earlier version of this article incorrectly spelled his name as Eddie Cue. (Sept. 12, 2017) Apple Inc. has signed new deals to sell movies in ultra high-definition with every major Hollywood studio except the one with which it has long been closest: Walt Disney Co. At an event Tuesday where he announced the new Apple TV 4K, the tech giant's head of software and services, Eddy Cue, said the device will offer Hollywood movies in the high-resolution format, called either 4K or UHD, for ultra-high definition. Logos for most major studios briefly flashed on a screen behind Mr. Cue, including Time Warner Inc.'s Warner Bros. and Comcast Corp.'s Universal Pictures. Mr. Cue said those studios' movies will be available in UHD at the same price as high-definition movies. Participating studios have agreed to a maximum price of $19.99 for 4K movies, currently the highest price for HD movies, according to a person with knowledge of the deal making. Apple had pushed studios not to raise film prices above that threshold. An Apple spokesman didn't immediately respond to a request for comment. The one absence from Apple's list of big studios selling movies in UHD is Disney. It wasn't immediately clear why the company behind Star Wars and Marvel couldn't reach an arrangement with Apple. It currently sells its films in 4K on other digital stores, such as Wal-Mart Stores Inc.'s Vudu, for $24.99. A Disney spokesman declined to comment. Disney's absence is particularly notable given a longstanding close relationship between the two companies. Disney Chief Executive Robert Iger is on Apple's board of directors and Disney was the first studio to sell television shows and movies on iTunes. Some other Hollywood studios were concerned about the price for UHD movies being too low, which led to negotiations going down to the wire in recent weeks. Ultimately, however, all but Disney reached an accord with Apple. '"
32,Wed Sep 13 00:00:00 CST 2017,0,"'Apple Inc. introduced a trio of new iPhones Tuesday, making a bet that some customers will be willing to part with upward of $1,000 for the premium iPhone X while others will also pay up to upgrade regular models. Inside a theater at its new $5 billion headquarters, Apple Inc. worked to conjure the magic that 10 years ago made its iPhone the world's most valuable company's most valuable product. The pricing of the new flagship phone puts it closer to a major appliance or many PCs and represents a test of the enduring cachet of Apple products, already among the priciest in their field. The products are Apple's most anticipated in years. The company and its shareholders have endured a slump in iPhone sales growth and the company is facing intensifying competition from Samsung Electronics Co. and others. That anticipation has pushed Apple's share price up 39% this year to record highs, giving the company an unprecedented market value of more than $830 billion. The iPhone X boasts advanced features including facial-recognition capability and a 5.8-inch edge-to-edge, high-resolution screen. Apple also unveiled the iPhone 8 and 8 Plus, featuring upgrades to last year's model with new design and features. IPhones contributed two thirds of Apple's $215.64 billion in revenue last fiscal year. Apple is trying to thread a needle, looking to generate buzz and sales with the iPhone X, which will cost from $999 to $1,149, while still getting people to buy the upgraded phones, which will start at $699 for the iPhone 8 and $799 for the iPhone 8 Plus. Unveiling three phones -- the first time Apple has done so -- brings risks with forecasting demand and managing production. In an early sign of the challenges, Apple said the iPhone X won't start shipping until Nov. 3 -- much later than usual. The two iPhone 8 models will be available for purchase on Sept. 22, in line with its regular timing for new iPhones. Apple didn't give a reason for the delay. The Wall Street Journal reported this month that production glitches in summer delayed the new phone's production schedule by a month and could lead to extended supply shortfalls. The iPhone X -- which also boasts depth sensors and a dual-lens camera system -- arrives amid questions about Apple's innovative strength. Rivals such as Samsung have matched or leapfrogged ahead of Apple's smartphone features, introducing larger displays using organic light-emitting diode (OLED) technology and water resistance before Apple did. Meanwhile, rival smartphone makers in China are closing the gap offering similar features at far lower prices. That has contributed to slower sales growth: Apple's share of the global smartphone market slipped to 14.5% last year from 19.4% in 2012, according to Strategy Analytics, a market-research firm. Apple touted the iPhone X, which it pronounces ""iPhone Ten,"" as the future of the smartphone. ""It is the biggest leap forward since the first iPhone,"" said Apple Chief Executive Tim Cook. Some observers were skeptical. Holger Mueller, principal analyst at Constellation Research, said Apple failed to capitalize on the 10-year iPhone anniversary with a revolutionary new smartphone. ""Almost all innovations have been shown by the competition, notably Samsung,"" he said. Tuesday's event was choreographed to connect Apple more deeply with the mystique of its late co-founder Steve Jobs. It took place in a theater bearing his name at a new campus built based on his design concepts. It kicked off with a song by the Beatles, one of his favorite bands, and with audio of remarks he made about Apple's product philosophy. ""Steve's vision and passion live on here at Apple Park and everywhere at Apple,"" Mr. Cook said. Apple shares, which had been rising, slid slightly after the company announced the date of the iPhone X's availability, ending the day down 0.4%. Other companies have offered facial recognition, but Apple claimed its Face ID system is superior, blending artificial-intelligence with sensors that map faces in 3D using 30,000 invisible infrared dots. Apple marketing chief Phil Schiller said Face ID can recognize faces in light and darkness, even if the user changes hairstyle or wears glasses or a hat. He said engineers worked to make sure photographs or masks can't trick it, and said the chances of someone other than the user unlocking the phone with Face ID are one in a million. That compares with one in 50,000 for Touch ID, the current fingerprint sensor technology that sits on a home button Apple is eliminating for the iPhone X. The iPhone X design has raised hopes that it can reverse Apple's fortunes in China, Apple's most important market outside the U.S., where sales have fallen six straight quarters. ""The high-end Chinese phone market is super competitive and customers are very discerning but also enthusiastic,"" said Benedict Evans, a partner at Andreessen Horowitz, a venture-capital firm. ""If Apple can get something that rings the bell [with them], then this will work."" The iPhone 8 and 8 Plus feature what Apple has billed as a new design, made of glass on front and back, as well as louder speakers, faster processors and upgraded cameras. All three devices offer wireless charging and new gyroscopes and accelerometers to improve augmented reality experiences. Apple on Tuesday also announced a new Apple Watch with cellular connectivity, and an Apple TV with ultra-high definition functionality. Apple has sold an estimated 30 million Apple Watches since introducing the device in 2015, according to market research by IDC. The Apple Watch Series 3 has the potential to extend recent sales gains by boosting the device's functionality, analysts said. The update to Apple's streaming-media player, Apple TV 4K, is the first since 2015 and comes as the device has lost market share to lower-priced rivals. Apple Vice President Eddy Cue said Apple will sell ultra-high definition films from Hollywood studios at $19.99, the same price it currently offers high-definition films. There also will be live sports in 4K from ESPN and others. '"
33,Wed Sep 13 00:00:00 CST 2017,0,"'Apple Inc. on Tuesday accompanied its annual ritual of new product revelations with a different kind of unveiling, the first public look inside the Steve Jobs Theater on the technology giant's new campus. Apple welcomed nearly 1,000 guests to the glass-walled auditorium named after Apple's co-founder at the $5 billion Apple Park, which has been under construction for years. Work on the site reached a crescendo in recent months to ready it in time for the iPhone event, amping up anticipation for a product launch that is critical to Apple's future. This year's event featured a pricier new smartphone dubbed the iPhone X with advanced new features to mark the product's 10th anniversary, as well as two updated versions of last year's iPhone 7, a new version of the Apple Watch and other items. In recent years, Apple hosted its September event in rented venues around the Bay Area because it had outgrown its longtime headquarters nearby Apple Park. That drifting from its roots coincided with what some observers have called a period of relative stagnation in which Apple had no new breakthrough products, and made incremental changes to its cash-cow smartphone. Apple hopes that centralizing its teams on the campus will lead to closer collaboration -- and the iPhone event was the grand kickoff. ""We've been waiting for this for a long time,"" says Carolina Milanesi, an analyst with Creative Strategies who attended the Tuesday event. ""Will [the campus] make a difference to how Wall Street sees Apple? Of course not, but there is excitement and the atmosphere will be different."" The Steve Jobs Theater is situated on a hill on the new campus, overlooking the main ring building that is designed to house Apple's core divisions. Outside, the smell of fertilizer mixed in with mulch permeated the air from the landscaping that has taken place this summer. From the exterior, the theater's metallic carbon-fiber roof appears to levitate over the 20-foot-tall glass cylinder. The stage, seating and other exhibit space where guests can play with Apple's new devices all are located underground. Steve Wozniak, who co-founded Apple with Mr. Jobs in the 1970s, was one of the guests Tuesday. His immediate reaction was, ""Wow, this is not normal,"" he said. He said the design reflected Steve Jobs's Apple, capturing his design instincts. Its primary use will be for product launches, said Dan Whisenhunt, Apple's head of real estate and development. It also will host seminar talks, small concerts and meetings led by Apple executives that can be simulcast everywhere on campus. The last two September events have taken place at the Bill Graham Civic Auditorium in San Francisco, a larger space that allowed Apple to invite 2,000 people, including school groups. While the smaller Steve Jobs Theater means cutting the guest list in half, ""this venue gets us back to the sweet spot,"" Mr. Whisenhunt said. '"
34,Wed Sep 13 00:00:00 CST 2017,0,"'Apple Inc. has signed new deals to sell movies in ultrahigh-definition with every major Hollywood studio except the one with which it has long been closest: Walt Disney Co. At an event Tuesday where he announced the new Apple TV 4K, the tech giant's head of software and services, Eddy Cue, said the device will offer Hollywood movies in the high-resolution format, called either 4K or UHD, for ultrahigh definition. Logos for most major studios briefly flashed on a screen behind Mr. Cue, including Time Warner Inc.'s Warner Bros. and Comcast Corp.'s Universal Pictures. Mr. Cue said those studios' movies will be available in UHD at the same price as high-definition movies. Participating studios have agreed to a maximum price of $19.99 for 4K movies, currently the highest price for HD movies, according to a person with knowledge of the deal making. Apple had pushed studios not to raise film prices above that threshold. An Apple spokesman didn't immediately respond to a request for comment. The one absence from Apple's list of big studios selling movies in UHD is Disney. It wasn't immediately clear why the company behind ""Star Wars"" and Marvel movies couldn't reach an arrangement with Apple. It sells its films in 4K on other digital stores, such as Wal-Mart Stores Inc.'s Vudu, for $24.99. A Disney spokesman declined to comment. Disney's absence is particularly notable given a longstanding close relationship between the two companies. Disney Chief Executive Robert Iger is on Apple's board of directors and Disney was the first studio to sell television shows and movies on iTunes. Some other Hollywood studios were concerned about the price for UHD movies being too low, which led to negotiations going down to the wire '"
